status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,default,amount_per_month,age_group,duration_group,amount_group
... < 100 DM,33,critical account/other credits existing,radio/television,4281,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,car or other,23,none,own,2,skilled employee/official,1,no,yes,1,129.72727272727272,under_25,long_term,large
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),2366,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,197.16666666666666,36-50,short_term,large
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,1835,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,2,skilled employee/official,1,yes,yes,1,87.38095238095238,under_25,medium_term,smallmedium
no checking account,24,critical account/other credits existing,car (used),3868,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,41,none,rent,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,161.16666666666666,36-50,medium_term,large
no checking account,12,existing credits paid back duly till now,radio/television,1768,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,24,none,rent,1,unskilled - resident,1,no,yes,0,147.33333333333334,under_25,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,10,critical account/other credits existing,car (new),781,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,63,none,for free,2,skilled employee/official,1,yes,yes,0,78.1,over_50,short_term,smallmedium
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1924,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,3,real estate,27,none,rent,1,skilled employee/official,1,no,yes,1,106.88888888888889,25-35,medium_term,smallmedium
... < 100 DM,12,critical account/other credits existing,car (new),2121,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,30,none,own,2,skilled employee/official,1,no,yes,0,176.75,25-35,short_term,large
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,701,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,own,1,unskilled - resident,1,no,yes,0,58.416666666666664,36-50,short_term,smallmedium
0 <= ... < 200 DM,12,existing credits paid back duly till now,education,639,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,1,53.25,25-35,short_term,smallmedium
0 <= ... < 200 DM,12,critical account/other credits existing,car (used),1860,... < 100 DM,unemployed,4,male : single,none,2,car or other,34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,155.0,25-35,short_term,smallmedium
... < 100 DM,12,critical account/other credits existing,car (new),3499,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,2,real estate,29,none,own,2,skilled employee/official,1,no,yes,1,291.5833333333333,25-35,short_term,large
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),8487,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,own,1,skilled employee/official,1,no,yes,0,176.8125,under_25,very_long_term,very_large
... < 100 DM,36,delay in paying off in the past,retraining,6887,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,stores,own,1,skilled employee/official,1,yes,yes,1,191.30555555555554,25-35,long_term,very_large
no checking account,15,existing credits paid back duly till now,radio/television,2708,... < 100 DM,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,27,bank,own,2,unskilled - resident,1,no,yes,0,180.53333333333333,25-35,medium_term,large
no checking account,18,existing credits paid back duly till now,radio/television,1984,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,47,bank,for free,2,skilled employee/official,1,no,yes,0,110.22222222222223,36-50,medium_term,smallmedium
no checking account,60,existing credits paid back duly till now,domestic appliances,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,21,none,own,1,skilled employee/official,1,yes,yes,0,169.06666666666666,under_25,very_long_term,too_much
no checking account,12,critical account/other credits existing,domestic appliances,1240,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,real estate,38,none,own,2,skilled employee/official,1,yes,yes,0,103.33333333333333,36-50,short_term,smallmedium
no checking account,27,delay in paying off in the past,car (used),8613,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,27,none,own,2,skilled employee/official,1,no,yes,0,319.0,25-35,long_term,very_large
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,66,none,own,1,unskilled - resident,1,no,yes,1,63.833333333333336,over_50,short_term,smallmedium
0 <= ... < 200 DM,15,critical account/other credits existing,domestic appliances,2728,unknown/no savings account,4 <= ... < 7 years,4,male : single,guarantor,2,real estate,35,bank,own,3,skilled employee/official,1,yes,yes,0,181.86666666666667,25-35,medium_term,large
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1881,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,44,none,rent,1,unskilled - resident,1,yes,yes,0,156.75,36-50,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,car (new),709,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,no,no,0,118.16666666666667,25-35,short_term,smallmedium
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,4795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown/no property,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,133.19444444444446,25-35,long_term,large
... < 100 DM,27,existing credits paid back duly till now,domestic appliances,3416,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,car or other,27,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,126.51851851851852,25-35,long_term,large
... < 100 DM,18,existing credits paid back duly till now,radio/television,2462,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,22,none,own,1,skilled employee/official,1,no,yes,1,136.77777777777777,under_25,medium_term,large
no checking account,21,critical account/other credits existing,radio/television,2288,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,yes,yes,0,108.95238095238095,under_25,medium_term,large
0 <= ... < 200 DM,48,all credits at this bank paid back duly,others,3566,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,0,74.29166666666667,25-35,very_long_term,large
... < 100 DM,6,critical account/other credits existing,car (new),860,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,39,none,own,2,skilled employee/official,1,yes,yes,0,143.33333333333334,36-50,short_term,smallmedium
no checking account,12,critical account/other credits existing,car (new),682,100 <= ... < 500 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,car or other,51,none,own,2,skilled employee/official,1,yes,yes,0,56.833333333333336,over_50,short_term,smallmedium
... < 100 DM,36,critical account/other credits existing,radio/television,5371,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,2,building society savings agreement/life insurance,28,none,own,2,skilled employee/official,1,no,yes,0,149.19444444444446,25-35,long_term,very_large
no checking account,18,critical account/other credits existing,domestic appliances,1582,... >= 1000 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,own,2,skilled employee/official,1,no,yes,0,87.88888888888889,36-50,medium_term,smallmedium
no checking account,6,existing credits paid back duly till now,domestic appliances,1346,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,unknown/no property,42,bank,for free,1,skilled employee/official,2,yes,yes,0,224.33333333333334,36-50,short_term,smallmedium
no checking account,10,existing credits paid back duly till now,domestic appliances,1924,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/life insurance,38,none,own,1,skilled employee/official,1,yes,no,0,192.4,36-50,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,domestic appliances,5848,... < 100 DM,1 <= ... < 4 years,4,male : single,none,1,car or other,24,none,own,1,skilled employee/official,1,no,yes,0,162.44444444444446,under_25,long_term,very_large
0 <= ... < 200 DM,24,critical account/other credits existing,car (used),7758,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,29,none,rent,1,skilled employee/official,1,no,yes,0,323.25,25-35,medium_term,very_large
0 <= ... < 200 DM,24,delay in paying off in the past,others,6967,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,36,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,290.2916666666667,36-50,medium_term,very_large
... < 100 DM,12,existing credits paid back duly till now,radio/television,1282,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,106.83333333333333,under_25,short_term,smallmedium
... < 100 DM,9,critical account/other credits existing,education,1288,100 <= ... < 500 DM,... >= 7 years,3,male : single,guarantor,4,real estate,48,none,own,2,skilled employee/official,2,no,no,0,143.11111111111111,36-50,short_term,smallmedium
... < 100 DM,12,all credits at this bank paid back duly,business,339,... < 100 DM,... >= 7 years,4,male : married/widowed,none,1,car or other,45,bank,own,1,unskilled - resident,1,no,yes,0,28.25,36-50,short_term,smallmedium
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),3512,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,car or other,38,bank,own,2,skilled employee/official,1,yes,yes,0,146.33333333333334,36-50,medium_term,large
no checking account,6,critical account/other credits existing,domestic appliances,1898,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,2,real estate,34,none,own,2,unskilled - resident,2,no,yes,0,316.3333333333333,25-35,short_term,smallmedium
no checking account,24,critical account/other credits existing,domestic appliances,2872,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,4,real estate,36,none,own,1,skilled employee/official,2,yes,yes,0,119.66666666666667,36-50,medium_term,large
no checking account,18,critical account/other credits existing,car (new),1055,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,30,none,own,2,skilled employee/official,1,no,yes,0,58.611111111111114,25-35,medium_term,smallmedium
no checking account,15,existing credits paid back duly till now,repairs,1262,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,yes,yes,0,84.13333333333334,36-50,medium_term,smallmedium
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),7308,... < 100 DM,unemployed,2,male : single,none,4,unknown/no property,70,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,730.8,over_50,short_term,very_large
no checking account,36,existing credits paid back duly till now,car (new),909,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,36,none,own,1,skilled employee/official,1,no,yes,0,25.25,36-50,long_term,smallmedium
no checking account,6,existing credits paid back duly till now,radio/television,2978,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : single,none,2,car or other,32,none,own,1,skilled employee/official,1,yes,yes,0,496.3333333333333,25-35,short_term,large
... < 100 DM,18,existing credits paid back duly till now,radio/television,1131,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,car or other,33,none,own,1,skilled employee/official,1,no,yes,1,62.833333333333336,25-35,medium_term,smallmedium
